firmid,id,cdid,zd1,zd2,zd3,zd4,zd5,zd6,zd7
1,1,1,1.0,0.9661590405603139,0.08665911932931925,0.32268167991071517,0.7810146141360714,1.0474305805118311,1.6574984501948276
2,2,1,1.0,0.10521355425600065,0.048519203519990284,1.1836271662150284,0.8191545299454004,1.4640067661057727,1.6249105016215017
3,3,1,1.0,0.21746812565471452,0.7324954106160811,1.0713725948163146,0.13517832284930953,1.5583797593761477,1.2853161431819964
1,4,2,1.0,0.5971044799854418,0.005547060646385549,1.4760526848232185,0.9404434281118185,1.9397901908867725,1.4292751810433872
2,5,2,1.0,0.8436257248666764,0.9250196889887174,1.2295314399419839,0.02097079976948657,1.8974123440162725,0.8665726073113793
3,6,2,1.0,0.6324269599565421,0.015423739123101021,1.4407302048521182,0.930566749635103,1.9551283539990365,1.437102338227982
1,7,3,1.0,0.3281002940235651,0.9641734416565139,0.6920566415772156,0.667048120008511,1.910421645179572,1.3366973809821294
2,8,3,1.0,0.5594084052632972,0.491374413958927,0.46074853033748353,1.1398471477060979,1.7814004567256037,1.7048226032133025
3,9,3,1.0,0.13264823631391842,0.175673706049584,0.8875086992868623,1.4555478556154409,1.7960167458875278,1.4421524500025364
1,10,4,1.0,0.7347240241530882,0.8925684507608674,1.2718935284759658,0.7549225784843029,1.806712474495046,1.466914119625671
2,11,4,1.0,0.9420657989945442,0.6831347034939569,1.0645517536345097,0.9643563257512134,1.6453227623315452,1.6452379593096143
3,12,4,1.0,0.3298277294814216,0.071787874990346,1.6767898231476326,1.5757031542548243,1.5361944700867893,1.1979809730187188
1,13,5,1.0,0.7977146759172664,0.8381795942737389,0.2947224962499686,0.6263752356784983,1.3080957162344475,1.4972381816509346
2,14,5,1.0,0.2489415704668182,0.4886315645608046,0.8434956017004168,0.9759232653914326,1.6995312829888647,1.7691411825481063
3,15,5,1.0,0.045780925783150406,0.1377436711176937,1.0466562463840847,1.3268111588345435,1.5276963037536608,1.4964080222175542
1,16,6,1.0,0.04869791526657974,0.5912288856648902,1.0441382231919683,0.8212977867672558,1.453735350642015,1.9100454125226833
2,17,6,1.0,0.11133095547963368,0.5304252833571735,0.9815051829789143,0.8821013890749725,1.5053311672098304,1.9405397137940286
3,18,6,1.0,0.9328072677123346,0.2908725034100823,0.16002887074621341,1.1216541690220638,0.9668969442815374,1.8579656308665737
1,19,7,1.0,0.4037278433276954,0.7569379101243227,0.9420828031915404,0.9216932832839332,1.7640456693582458,1.800446124764088
2,20,7,1.0,0.12159552388399797,0.6062625672297771,1.2242151226352378,1.0723686261784788,1.537063811664884,1.8964479478760863
3,21,7,1.0,0.8204872793075424,0.31543071605415607,0.5253233672116934,1.3632004773540998,1.4541356460527033,1.741788640232337
1,22,8,1.0,0.3031471154628179,0.7324611179496774,1.1326914931795162,0.9557808375289852,1.8438053759112756,1.8700310755479141
2,23,8,1.0,0.684571628030409,0.42553457727099664,0.7512669806119252,1.2627073782076659,1.8102279254469364,1.8991925281404547
3,24,8,1.0,0.4481198651491073,0.5302462602579886,0.987718743493227,1.157995695220674,1.9248269932922315,1.949029257173746
1,25,9,1.0,0.18808915751214217,0.646150763333019,0.5964715374047866,0.9216228100614137,1.8731445882751623,1.9190719147989657
2,26,9,1.0,0.06430513160003015,0.3743951476920926,0.7202555633168987,1.19337842570234,1.788201043590881,1.8993806230281218
3,27,9,1.0,0.5321664058047565,0.5472276623693211,0.2523942891121723,1.0205459110251116,1.6917570180102093,1.9608325983046888
1,28,10,1.0,0.03636799703744187,0.3285781391445739,1.7549905699975519,1.0784969707739431,0.9857640493126465,1.9052331317110573
2,29,10,1.0,0.8823250790377124,0.606821054433417,0.9090334879972813,0.8002540554851,1.488784171070288,1.907403447535807
3,30,10,1.0,0.8726654909598395,0.4716759163405261,0.9186930760751543,0.935399193577991,1.4967932716647354,1.9616328271547232
1,31,11,1.0,0.056949877272606586,0.9599919531269526,0.24663180717039035,1.651002134879959,1.9629516388381714,1.9632820693894386
2,32,11,1.0,0.24340118830951196,0.8469105467642453,0.06018049613348497,1.7640835412426665,1.9097834057029868,1.985462223555418
3,33,11,1.0,0.003230618860878387,0.8040915881157138,0.30035106558211855,1.8069024998911978,1.941068569014909,1.974156278928402
1,34,12,1.0,0.05651183776731972,0.695863304821518,0.23709845319034417,1.3640837362379234,1.9708475984525282,1.9870564699100313
2,35,12,1.0,0.014055767463349134,0.7614406980606838,0.27955452349431476,1.2985063429987576,1.9554636144379693,1.9708074273557727
3,36,12,1.0,0.22304268572699504,0.6026430381772396,0.07056760523066885,1.4573040028822017,1.9299130015822987,1.9664462193621541
1,37,13,1.0,0.3877130556688585,0.05416141567910393,0.9366908691515056,0.8990929914680516,1.7547406264949847,1.703236747909127
2,38,13,1.0,0.11343481192127425,0.528513764950182,1.2109691128990898,0.4247406421969735,1.5317337719997364,1.7738733085478935
3,39,13,1.0,0.8232560572302313,0.37057922651786956,0.5011478675901327,0.5826751806292859,1.4314114581909418,1.8800938307458712
1,40,14,1.0,0.23710385538158996,0.2713883673935962,0.2799916607660805,1.7951303623035486,1.9779679804365178,1.3512273522601552
2,41,14,1.0,0.09902231337160561,0.8845701185430446,0.41807320277606486,1.1819486111541002,1.9744212849368812,1.6859326635282788
3,42,14,1.0,0.1809693473944749,0.910560243760504,0.33612616875319556,1.1559584859366407,1.9901610574292792,1.6639441716936765
1,43,15,1.0,0.4219305423348254,0.5547885218634465,0.9301021363413817,0.9773978405675682,1.9530938357339507,1.9534039725552748
2,44,15,1.0,0.6132224058045257,0.6278934334282646,0.7388102728716814,0.90429292900275,1.8799955008122362,1.9200965354131347
3,45,15,1.0,0.31687973053685603,0.34950440713930353,1.035152948139351,1.1826819552917112,1.904951658275479,1.8841606531288009
1,46,16,1.0,0.26072312738929637,0.7908809196212623,1.1499243653293472,1.3134761544702456,1.7047131500387882,1.9590278525454696
2,47,16,1.0,0.850505735910284,0.7097048956143794,0.5601417568083596,1.3946521784771284,1.444293844408492,1.9822729122264948
3,48,16,1.0,0.2994186294190633,0.6037712588558662,1.1112288632995804,1.5005858152356417,1.736588251529119,1.9544365316115637
1,49,17,1.0,0.8718644655882034,0.7686687154005173,1.1431052201756473,1.2301768009293834,1.7928702504860292,1.908989072170586
2,50,17,1.0,0.41875357956517867,0.45976924887265536,1.5962161061986722,1.5390762674572454,1.7252332872133107,1.817005484255632
3,51,17,1.0,0.7243516406104686,0.7704075520567281,1.2906180451533822,1.2284379642731726,1.8893130528714384,1.9080103649883542
1,52,18,1.0,0.9026841023034139,0.5883698347202286,1.3324727771121605,1.1849500511849633,1.7922704148920916,1.8859437564621357
2,53,18,1.0,0.9122177401065444,0.35018605674051406,1.32293913930903,1.4231338291646778,1.7849438587160538,1.7355642193179
3,54,18,1.0,0.42025503700561595,0.8347639944444493,1.8149018424099583,0.9385558914607427,1.5773960458468808,1.7318125447792334
1,55,19,1.0,0.6790470602821959,0.06829392826050973,0.5461393663312174,0.5951439779665663,1.674307841248254,1.7657017557786954
2,56,19,1.0,0.4118773488671936,0.5812387361861595,0.8133090777462196,0.08219917004091648,1.8569331169132388,1.4934498826428813
3,57,19,1.0,0.13426201746402378,0.013905241780406752,1.0909244091493895,0.6495326644466692,1.6690243074304507,1.721840610336568
1,58,20,1.0,0.20754465025375401,0.1667403701192367,1.6765772809161008,0.21559012066655237,1.3419059970420864,1.9891529956069278
2,59,20,1.0,0.7613083252463285,0.06332647931173341,1.1228136059235263,0.31900401147405566,1.712479881646633,1.9814839308304832
3,60,20,1.0,0.9152689556697723,0.15226364135481896,0.9688529755000825,0.2300668494309701,1.582575824334818,1.9919118277910144
1,61,21,1.0,0.8722279531641515,0.3888305527290761,1.2706183936860156,1.5121999219076434,1.7125307577031463,1.7378922622084996
2,62,21,1.0,0.301376775523831,0.8435617128582924,1.841469571326336,1.057468761778427,1.3620542158707631,1.7830633413588133
3,63,21,1.0,0.9692416181621845,0.6686382090493509,1.1736047286879825,1.2323922655873685,1.6307884577136749,1.8945592316786775
1,64,22,1.0,0.9408590593844088,0.5670657341795283,1.0647660299839221,0.39839541964068503,1.682354664511624,1.6991955184937666
2,65,22,1.0,0.4367242094501854,0.004559668616758161,1.5689008799181456,0.9609014852034552,1.7396332888908512,1.5881454139428346
3,66,22,1.0,0.6280418205337367,0.39383575102392687,1.3775832688345941,0.5716254027962865,1.8708400593589531,1.8298242184266833
1,67,23,1.0,0.6358877389922956,0.40501221398481035,1.498316074888463,0.6864958655744215,1.9435615046563233,1.8664763501755584
2,68,23,1.0,0.8764797562662338,0.5997275888586454,1.2577240576145248,0.4917804907005865,1.8809732593647521,1.7314397400072878
3,69,23,1.0,0.6218363186222291,0.08676827671577614,1.5123674952585293,1.0047398028434558,1.9370169088605378,1.672324763333445
1,70,24,1.0,0.282835442835349,0.8128519809343817,1.5623671639587076,0.9280675919270076,1.5456981280829125,1.5206732169583117
2,71,24,1.0,0.917064739349922,0.016498635447124932,0.9281378674441345,1.7244209374142643,1.597622249136692,0.9791830672114283
3,72,24,1.0,0.6453024246087855,0.9115689564798827,1.199900182185271,0.8293506163815066,1.805689054736114,1.4391144258286954
1,73,25,1.0,0.6978503031037148,0.3077215887224193,1.3145759716085215,1.2097671243596335,1.9638510058193286,1.8271478466925326
2,74,25,1.0,0.5282557423831261,0.5545542530200983,1.4841705323291101,0.9629344600619546,1.9072192825907428,1.930811520573501
3,75,25,1.0,0.7863202292253954,0.6552128713395353,1.2261060454868409,0.8622758417425176,1.9277755223989874,1.8761743260014916
1,76,26,1.0,0.3559443615523187,0.49854619429559965,0.6357665988368069,1.6816219497759877,1.9447117720509959,1.7562016734244312
2,77,26,1.0,0.4811683407975289,0.9703229979831741,0.5105426195915966,1.2098451460884132,1.8832832551340748,1.7355640944744894
3,78,26,1.0,0.15459825803927796,0.7112989517928135,0.8371127023498476,1.4688691922787738,1.859112502244285,1.8908531896416518
1,79,27,1.0,0.2426944528414886,0.3130109224191433,1.2584575970815766,1.068617477329034,1.6645600714248634,1.7597900748289277
2,80,27,1.0,0.8497804214711184,0.23845646463006953,0.6513716284519467,1.1431719351181078,1.5149211346203035,1.6990646200223192
3,81,27,1.0,0.40867717561045813,0.8301610126989645,1.092474874312607,0.5514673870492128,1.7960126291125675,1.4699405909213148
1,82,28,1.0,0.7797538070120095,0.9344144314822695,1.6451983263336014,1.34924244147287,1.9669336801122417,1.8530999147633387
2,83,28,1.0,0.94462498595442,0.5737921587665228,1.4803271473911908,1.7098647141886167,1.9153614789749676,1.8382026788546397
3,84,28,1.0,0.7005733403791814,0.7754502827063473,1.7243787929664296,1.5082065902487924,1.935927931463569,1.9351967707642517
1,85,29,1.0,0.8304251049817347,0.6668670622223177,1.1783533907610175,0.593854691391297,1.8034105625209014,1.717614248095265
2,86,29,1.0,0.8154876442957072,0.44227911426213296,1.193290851447045,0.8184426393514818,1.8145329091149918,1.8697750181922923
3,87,29,1.0,0.36286574646531033,0.15157557712916403,1.645912749277442,1.1091461764844506,1.6183896773171043,1.6857668327382784
1,88,30,1.0,0.018033986702954752,0.03630405710900608,1.306418083492562,1.1539305466826226,1.327531638185791,1.4912984752510208
2,89,30,1.0,0.8318228963660091,0.6303663724738066,0.49262917382950755,0.5598682313178223,1.3958836427190184,1.691298504204101
3,90,30,1.0,0.4745951871265528,0.5235641742088162,0.8498568830689639,0.6666704295828126,1.6920382927966044,1.7773161716483896
1,91,31,1.0,0.7075233262398165,0.19838430920851724,1.6780565828916711,1.4974043877438494,1.9649401716782458,1.4705250661399696
2,92,31,1.0,0.8591743685822453,0.639979711769903,1.5264055405492423,1.0558089851824637,1.9756422599338925,1.7766473948566683
3,93,31,1.0,0.8188822143094258,0.8574246759739464,1.5666976948220617,0.8383640209784202,1.9860536305416634,1.6015138409818181
1,94,32,1.0,0.5839010067605476,0.2028229951275361,0.5004413092386601,0.3213427645050164,1.783478415800963,1.9535704443580932
2,95,32,1.0,0.31476919026939465,0.3082828749166431,0.7695731257298131,0.21588288471590944,1.9136011106080697,1.9054733772693226
3,96,32,1.0,0.1856721189692655,0.013059889588373341,0.8986701970299422,0.5111058700441792,1.8368214182743037,1.8811641572827655
1,97,33,1.0,0.4154183978810343,0.6403175975623215,1.3007369716104646,0.26712254762596654,1.761711373423686,1.5465930975899531
2,98,33,1.0,0.36660135785882964,0.10911554163055126,1.3495540116326692,0.7983246035577368,1.7222489858421854,1.751753706816859
3,99,33,1.0,0.9341356137516349,0.15800700599541528,0.7820197557398639,0.7494331391928728,1.4887208913858045,1.7900643495415647
1,100,34,1.0,0.1385602877169898,0.1449734139532064,1.2192993429316372,1.5546014445964724,1.5731493797756655,1.334857841775169
2,101,34,1.0,0.4293785689667491,0.62937612531947,0.928481061681878,1.070198733230209,1.7970060979105411,1.7070451388936771
3,102,34,1.0,0.7899207739648882,0.9252253192770025,0.5679388566837389,0.7743495392726764,1.5323505086979048,1.4602014372552743
1,103,35,1.0,0.9994318487524696,0.35882021102526884,1.4213079428012034,0.642304055297418,1.8333851945134612,1.952006589286539
2,104,35,1.0,0.7762963316925521,0.16970728693978998,1.644443459861121,0.8314169793828968,1.9343417251425723,1.8772087352001785
3,105,35,1.0,0.6450116111086515,0.472596768357628,1.7757281804450216,0.5285274979650588,1.8648674828472425,1.8994787908991442
1,106,36,1.0,0.35161198533091076,0.822094930296841,1.282918269072951,1.3148590360919266,1.74159906238112,1.7941150814493585
2,107,36,1.0,0.8969134816529377,0.36385297166154595,0.7376167727509242,1.7731009947272214,1.5130408157795732,1.51899415646961
3,108,36,1.0,0.38600478742001343,0.9510060644303805,1.2485254669838484,1.185947901958387,1.7690774223450791,1.6919175511939843
1,109,37,1.0,0.9204703517388848,0.5286878626762889,1.1941708994066609,0.8422317094159669,1.7590478010045971,1.9252526070321683
2,110,37,1.0,0.42366780646998614,0.5858774714319464,1.6909734446755595,0.7850421006603094,1.6679460466306395,1.8938368256389195
3,111,37,1.0,0.7705030929366748,0.25635423798402057,1.344138158208871,1.114565334108235,1.8644199256587435,1.825620049862785
1,112,38,1.0,0.19031684889545764,0.4659919791832118,0.5274902466986345,0.6306629808597515,1.927536734032064,1.8606347536664622
2,113,38,1.0,0.08526245470148852,0.5431131037275599,0.6325446408926036,0.5535418563154033,1.8693843509779557,1.8066524666713926
3,114,38,1.0,0.442227791997146,0.08754987713219153,0.27557930359694616,1.0091050829107717,1.8188725806510326,1.6791472513152286
1,115,39,1.0,0.05981946334660315,0.6443270624695028,0.06396202845581567,1.4986230705521897,1.9984506274494325,1.8885722608228566
2,116,39,1.0,0.03189579873264459,0.5317163625084135,0.09188569306977423,1.611233770513279,1.999220543819062,1.8148621034155963
3,117,39,1.0,0.03206622972317108,0.9669067080437763,0.09171526207924774,1.1760434249779164,1.9992300255369264,1.728636569275899
1,118,40,1.0,0.6957073151035604,0.7069849622734669,0.7247484956328567,0.9311526255585745,1.7345337570016333,1.8496463445958837
2,119,40,1.0,0.5628878396224716,0.615556754563964,0.8575679711139456,1.0225808332680772,1.8339566103576757,1.905628357069355
3,120,40,1.0,0.16186065601038513,0.3155958709946105,1.2585951547260321,1.322541716837431,1.6034630101015828,1.771923255446534
1,121,41,1.0,0.6153101275769317,0.7496718587080671,1.0268272661269267,1.2386138313667368,1.819243954288266,1.882731813925031
2,122,41,1.0,0.8068941069786195,0.4072795287447457,0.835243286725239,1.5810061613300581,1.6725191655655425,1.724796907633876
3,123,41,1.0,0.21993315914830724,0.8313343026219909,1.4222042345555512,1.1569513874528128,1.563841080412141,1.828771957813049
1,124,42,1.0,0.2883577337528703,0.7877057316414108,0.6726773115992449,1.6091035380259882,1.9952937195134512,1.975267205746309
2,125,42,1.0,0.32899066627311746,0.9148541435124763,0.6320443790789978,1.4819551261549226,1.9981343785235453,1.9364620390196878
3,126,42,1.0,0.34368664532612747,0.6942493945135119,0.6173484000259878,1.702559875153887,1.9967274440297138,1.943802722042423
1,127,43,1.0,0.435740933533564,0.5890860894362054,1.7753431568364453,1.6497910718499273,1.6302640811831295,1.8779787504200196
2,128,43,1.0,0.9043150731166908,0.9158008184537625,1.3067690172533184,1.3230763428323704,1.801763189517461,1.8662423279360523
3,129,43,1.0,0.8710280837197545,0.733990253396165,1.3400560066502547,1.504886907889968,1.8262860716025624,1.9467069575183247
1,130,44,1.0,0.2817158267799895,0.977354556494535,1.1610701212203935,1.3214380668372425,1.6553745567669984,1.7025724501442676
2,131,44,1.0,0.928877138578361,0.3852389644648181,0.5139088094220221,1.9135536588669595,1.2732942253295172,1.4424525448509207
3,132,44,1.0,0.23219298264203259,0.9361991023724245,1.2105929653583505,1.362593520959353,1.6130206542809304,1.7364954191411817
1,133,45,1.0,0.5959276668845046,0.5426983748280636,0.16357467276158755,1.181918842157375,1.5336217384594981,1.994423323163256
2,134,45,1.0,0.03187361173110914,0.5693892601032242,0.727628727914983,1.1552279568822144,1.717572551996431,1.997428493713477
3,135,45,1.0,0.1317010610304784,0.6125295820541508,0.6278012786156137,1.1120876349312878,1.7962171297004905,1.9932761161922317
1,136,46,1.0,0.5624724064843304,0.7076290575611203,1.1431859087115745,0.9555225644490302,1.8624529861484436,1.8969616579132964
2,137,46,1.0,0.3047945100800423,0.4855682383942268,1.4008638051158626,1.1775833836159237,1.6879790591656478,1.9516412758146284
3,138,46,1.0,0.8383913986315322,0.46995432605480336,0.8672669165643727,1.193197295955347,1.6789151382896443,1.9448328530123924
1,139,47,1.0,0.4738379995591966,0.3577687943093414,1.6702422605134415,1.3353047361204278,1.7406473965333884,1.732545069384719
2,140,47,1.0,0.728746234056791,0.9100847087959051,1.415334026015847,0.7829888216338641,1.892834474279232,1.527581133858595
3,141,47,1.0,0.9414960264566504,0.4252200273245227,1.2025842336159875,1.2678535031052465,1.7593061024919956,1.785957394933587
1,142,48,1.0,0.13614494854170522,0.6328921396552949,0.8866118792191467,0.8421059237858605,1.7789059583323708,1.855193200171244
2,143,48,1.0,0.2756982945719324,0.23866563548093211,0.7470585331889196,1.2363324279602232,1.8744274351856167,1.7314723222549193
3,144,48,1.0,0.6109135846472143,0.6034402883049284,0.4118432431136376,0.871557775136227,1.6919068355984792,1.8745450511730404
1,145,49,1.0,0.8830483128583317,0.24636859232986774,1.3944848386631916,0.5727069543183397,1.9286669965856422,1.9061355082146778
2,146,49,1.0,0.6533410126274917,0.07043786012297248,1.6241921388940317,0.748637686525235,1.9409227936585172,1.7993991158302607
3,147,49,1.0,0.7411438260357,0.5022690941953672,1.5363893254858234,0.3168064524528402,1.9723848162358677,1.7664896740824174
1,148,50,1.0,0.19962113270311088,0.7575402838766926,0.9413428301504134,0.9695891793038129,1.8313419558107058,1.7458889236688295
2,149,50,1.0,0.6016194228424471,0.7534882489377409,0.5393445400110772,0.9736412142427646,1.7844890834315243,1.7491567439736404
3,150,50,1.0,0.33972340730796635,0.21610093036607203,0.801240555545558,1.5110285328144335,1.9142726081739831,1.4950785053471813
1,151,51,1.0,0.2856245924296059,0.5958474151067267,1.0657431843302607,1.1225322609455262,1.8567481725176889,1.9833654056047245
2,152,51,1.0,0.6554495092260315,0.47657037891674225,0.695918267533835,1.2418092971355106,1.813839452735299,1.957587981714343
3,153,51,1.0,0.4102936751042291,0.6459618820287839,0.9410741016556374,1.072417794023469,1.9262468387956304,1.9692059586731836
1,154,52,1.0,0.7915139903782342,0.34572066918455235,1.3102947307662154,1.274769535862743,1.7652221712064207,1.6672330490741742
2,155,52,1.0,0.3229212900267884,0.29587885341106224,1.7788874311176612,1.324611351636233,1.4459298722225786,1.6247092498802271
3,156,52,1.0,0.9873734407394271,0.9788906824516808,1.1144352804050226,0.6415995225956146,1.6054387752120935,1.2969045459782436
1,157,53,1.0,0.7056641297613838,0.005926138635318989,1.6777958208849815,1.1033229505588835,1.9619194979770955,1.4671229331004403
2,158,53,1.0,0.877972394283734,0.7233226280845154,1.505487556362631,0.3859264611096872,1.9646576345756106,1.4865165482229732
3,159,53,1.0,0.7998234266012474,0.3800003224743682,1.5836365240451178,0.7292487667198344,1.985084563925509,1.758229200746088
1,160,54,1.0,0.9600436696072742,0.1833362619648783,1.2098977502129997,1.4477670594424534,1.7459784377694045,1.461147029604957
2,161,54,1.0,0.7190518417431849,0.49677919852668784,1.450889578077089,1.1343241228806438,1.8928321029964108,1.7200099464117655
3,162,54,1.0,0.4908459084698148,0.9509878609157656,1.679095511350459,0.6801154604915661,1.7516560776893653,1.3683060450698643
1,163,55,1.0,0.25784463098256494,0.31531496089793043,0.4971360956891533,0.7410900272191154,1.9903547746004717,1.9936871045470854
2,164,55,1.0,0.3174813367090702,0.3811168122524755,0.43749938996264803,0.6752881758645704,1.9776329048698853,1.9952325249962959
3,165,55,1.0,0.1796547589800831,0.3599732149666399,0.5753259676916351,0.6964317731504059,1.975088118839257,1.997560675963868
1,166,56,1.0,0.6237615255499498,0.910225927434583,0.6426543882996184,1.7677530390040972,1.7628650687452265,1.9971935533672824
2,167,56,1.0,0.11518709505271685,0.9105393139394573,1.1512288187968513,1.7674396524992229,1.6157807308173173,1.9971603226133363
3,168,56,1.0,0.5274672932469016,0.8572137250646399,0.7389486206026666,1.8207652413740403,1.8344562193075353,1.994354072402812
1,169,57,1.0,0.500817054574342,0.8714106693458019,0.9204992009687497,0.8745378921204923,1.9943689040270098,1.6135242459553896
2,170,57,1.0,0.42593230148926964,0.2323425005766353,0.9953839540538221,1.5136060608896589,1.9897083376446871,1.5100787958521162
3,171,57,1.0,0.49456689947948007,0.642195391543857,0.9267493560636116,1.1037531699224372,1.995261306266268,1.7941879615393028
1,172,58,1.0,0.10220282805078373,0.4526071516553182,0.8449917053154805,1.211736976513778,1.635757698728029,1.9016662460091518
2,173,58,1.0,0.07092511667176993,0.4377779731418482,0.8762694166944943,1.226566155027248,1.6089541061915154,1.892914984450798
3,174,58,1.0,0.7740665886437106,0.7739590033719297,0.17312794472255366,0.8903851247971664,1.2466674386282266,1.7950209911762585
1,175,59,1.0,0.47892447890934375,0.04961970180067721,1.0299279854030252,1.249741653652669,1.9427094653879764,1.3886680408002772
2,176,59,1.0,0.6818082732335197,0.9352488441750096,0.8270441910788493,0.36411251127833666,1.8543011240510725,1.1366419523016713
3,177,59,1.0,0.34811971216950555,0.31449280947765945,1.1607327521428634,0.9848685459756868,1.87766297038028,1.6124673797083275
1,178,60,1.0,0.8727139223914301,0.40164940405166794,1.0521811563524506,1.7086081534686781,1.5270652774203262,1.6144829364553037
2,179,60,1.0,0.08333013571564751,0.9793079543663199,1.8415649430282333,1.1309496031540263,0.9927738693136606,1.655685642602775
3,180,60,1.0,0.9688510206368032,0.7293001991023583,0.9560440581070776,1.3809573584179877,1.4473090668985502,1.8376161339843342
1,181,61,1.0,0.021133423432707632,0.16223647682078302,0.5772473007645604,1.0691687912439556,1.85972173671012,1.7396632269665893
2,182,61,1.0,0.3255633654664605,0.5010521342864529,0.2728173587308076,0.7303531337782858,1.9060440244592638,1.8870604058808123
3,183,61,1.0,0.25168393529809996,0.5681166569575028,0.3466967888991681,0.6632886111072359,1.942791109340107,1.8436277192475452
1,184,62,1.0,0.5310137988853106,0.802504039740611,0.5823369039537739,1.6054659045068265,1.7782725364749565,1.9613006720822768
2,185,62,1.0,0.03087243249728755,0.6629500174950856,1.082478270341797,1.7450199267523518,1.5412949195103045,1.9055322426608354
3,186,62,1.0,0.5514644714564864,0.9425158870117407,0.5618862313825982,1.4654540572356967,1.7621860979100785,1.9054067270166906
1,187,63,1.0,0.7264644034868887,0.31262751632920605,0.9989963002820735,1.4078158081268732,1.6642238379490175,1.618129253775141
2,188,63,1.0,0.11559337198081399,0.9944243677878943,1.6098673317881482,0.726018956668185,1.2431397420578063,1.3417123997927654
3,189,63,1.0,0.8834029283012595,0.4133914403389789,0.8420577754677027,1.3070518841171004,1.5302581753253026,1.7033791521206836
1,190,64,1.0,0.14597590535122018,0.9676389636384031,0.3797514449172883,1.0293181483238247,1.9608788985592858,1.6008359536683379
2,191,64,1.0,0.05609914206992883,0.34296161801082947,0.46962820819857964,1.6539954939513983,1.9228721367226669,1.5656738219841604
3,192,64,1.0,0.32365230284735946,0.6863565303129953,0.202075047421149,1.3106005816492325,1.8998416244009713,1.8126963170167498
1,193,65,1.0,0.005882167662667692,0.6081628075554726,1.5952098381259157,1.482164876722139,1.0721635896095039,1.9616667718821228
2,194,65,1.0,0.6809362371334056,0.6992880865100567,0.9201557686551778,1.3910395977675547,1.5810146177368933,1.9847678464331755
3,195,65,1.0,0.9142736009925101,0.7828767902120821,0.6868184047960733,1.3074508940655294,1.385167647606497,1.96297348833967
1,196,66,1.0,0.21945613400904118,0.6124475586137836,0.6834301276147595,0.2559183220672432,1.912452649807671,1.5805695972791953
2,197,66,1.0,0.517020049405924,0.09342354678926945,0.38586621221787665,0.7749423338917574,1.7995904835495218,1.7590889384242172
3,198,66,1.0,0.16641007820883547,0.16249477527797374,0.7364761834149652,0.7058711054030531,1.8815179761917982,1.8119617143549545
1,199,67,1.0,0.1708774747243379,0.24423995868518855,1.0256752770871729,1.0928236535605511,1.750200282080443,1.8064401578029265
2,200,67,1.0,0.6594667492368699,0.43318365549416815,0.537086002574641,0.9038799567515716,1.705229678121656,1.9149402770077648
3,201,67,1.0,0.3662085278503031,0.6596399980663831,0.8303442239612078,0.6774236141793567,1.8801583609329362,1.7915204375694622
